title,address,date,description,price,phone,link
1 bedroom flat for sale,"Elizabeth Street, Glasgow, G51",25/05/2020,SALE BY ONLINE AUCTION - 9TH JULY 2020 AT 9.00AM. Online Property Auctions Scotland are pleased to present to market this large one bedroom flat in Glasgow's Southside. Currently tenanted. Ideal for Buy-to-Let investor.,"£55,000",0141 392 0837,https://www.rightmove.co.uk//property-for-sale/property-92696555.html
1 bedroom flat for sale,"Harley Street, Glasgow, G51",25/05/2020,"SALE BY ONLINE AUCTION - 9TH JULY 2020 AT 9.00AM. Online Property Auctions Scotland are pleased to present to market this large one bedroom flat in Glasgow's Southside. Currently tenanted. Ideal for Buy-to-Let investor - current rental income of £400pcm (£4,800 per annum)","£50,000",0141 392 0837,https://www.rightmove.co.uk//property-for-sale/property-92696384.html
2 bedroom flat for sale,"Alexandra Gate, Dennistoun, G31 3AY",25/05/2020,***SEE VIDEO*** Keys Estate Agents are delighted to offer to the market this rarely available modern preferred first floor flat set within the popular address of Alexandra Gate in the heart of Dennist...,"£139,950",0141 392 0463,https://www.rightmove.co.uk//property-for-sale/property-70718403.html
1 bedroom flat for sale,"Doune Gardens, Botanics, Glasgow, Scotland, G20",25/05/2020,"Situated in the prestigious leafy Doune Gardens this traditional elevated ground floor conversion is set within former period townhouse. The principal accommodation comprises period communal entrance into welcoming reception hallway, drawing room to front with detailed cornicing, feature bay win...","£225,000",0141 392 0102,https://www.rightmove.co.uk//property-for-sale/property-70718070.html
4 bedroom detached house for sale,"Carolside Avenue, Clarkston, Glasgow, G76 7AE",25/06/2020,"A rarely available traditional detached villa which is set within central Clarkston, close to local amenities and public transport links. This imposing villa offers a wealth of accommodation which is split over two main levels with generous room sizes, original features and a flexible layout. ","£450,000",0141 392 0188,https://www.rightmove.co.uk//property-for-sale/property-71463198.html
5 bedroom detached house for sale,"Bowmore Crescent, Thorntonhall, South Lanarkshire, G74",25/05/2020,"***HOME REPORT £750,000*** This exceptional detached residence is located within a most desirable rural village location with tree lined avenues and peaceful cu de sacs and will appeal to those looking for countryside living, but convenient for a wide range of amenities and excellent...","£720,000",0141 392 0097,https://www.rightmove.co.uk//property-for-sale/property-80080162.html
3 bedroom semi-detached house for sale,"Plot 8 - Woodlea, Darnley, Glasgow, G53",24/05/2020,"The Ash is an impressive 3 bedroom semi-detached villa offering a contemporary open-plan kitchen dining area, a separate front-facing lounge, 3 good sized bedrooms and master en suite.","£239,000",0141 392 0161,https://www.rightmove.co.uk//property-for-sale/property-80035600.html
4 bedroom detached house for sale,"Plot 7 - Woodlea, Darnley, Glasgow, G53",24/05/2020,"The Juniper is a magnificent detached home featuring a dining/kitchen area with patio doors, excellent lounge, separate utility room. Upstairs boasts 4 good sized bedroom & 2 en suites.","£305,000",0141 392 0161,https://www.rightmove.co.uk//property-for-sale/property-80035603.html
4 bedroom flat for sale,"Fallside Road, Bothwell, Glasgow, G71",23/05/2020,***CLOSING DATE TUESDAY 30TH JUNE AT 12 NOON***This truly outstanding and handsome lower conversion dates back to the early 1900 s has been painstakingly and sympathetically renovated offering impeccably finished accommodation spread over one level. Retaining a host of period character ...,"£209,995",01698 650067,https://www.rightmove.co.uk//property-for-sale/property-80018020.html
2 bedroom flat for sale,"Mcphater Street, Glasgow",23/05/2020,A stunning two-bedroom fourth floor apartment set within the stylish Matrix development by Abbey Homes. The development is maintained to a high standard by an appointed factor and the flat itself is presented in true walk-in condition. Set in an ideal location only minutes from both the City Cent...,"£165,000",01298 445019,https://www.rightmove.co.uk//property-for-sale/property-92624828.html
3 bedroom flat for sale,"Drumoyne Place, Drumoyne, Glasgow, G51",23/05/2020,"Rarely available, spacious 3 bedroom upper cottage flat in the increasingly popular locale of Drumoyne on the Southside of Glasgow. Cul-de-sac location, private gardens. GCH. The property is in need of internal upgrading as is reflected in the asking price.","£65,000",0141 392 0127,https://www.rightmove.co.uk//property-for-sale/property-80016235.html
2 bedroom flat for sale,"Girthon Street, Glasgow",23/05/2020,"We are delighted to offer to the market this well proportioned 2 bedroom main door lower cottage flat in the desirable area of Sandyhills, Glasgow. This is an excellent opportunity for first time buyers offering ideal accommodation for today's young couples and families alike who require to be...","£88,000",01298 445019,https://www.rightmove.co.uk//property-for-sale/property-92624471.html
Land for sale,"Mungo Lodge, Murray, EAST KILBRIDE",,* BUILDING PLOT FOR SALE - Fantastic Opportunity * Detailed Planning Consent with building warrant For 2 Bedroom Bungalow With Driveway & Gardens (All trees have been cleared from site with a full council approved detailed landscape plan) * Layout - Large Open Plan Lounge & D (cont.),"£69,995",01352 385051,https://www.rightmove.co.uk//commercial-property-for-sale/property-92191316.html
2 bedroom flat for sale,"Sauchiehall Street, Kelvingrove, Glasgow",22/05/2020,"This superb recently refurbished flat enjoys an enviable West End location within the popular Galleries Building with spectacular views to the Museum of Art and enjoys enticing features such as a balcony, allocated secure underground parking space and lift access. Initially accessed via a sec...","£235,000",0141 392 0192,https://www.rightmove.co.uk//property-for-sale/property-81352507.html
4 bedroom house for sale,"Leverndale Court, Glasgow, Lanarkshire, G53",22/05/2020,"Immaculately presented and expansive modern four bedroom town house found in true walk in condition and offering flexible family accommodation. The property on offer comprises welcoming reception hallway which leads to utility room and bedroom four with en-suite. On the upper levels, there is a w...","£215,000",0141 392 0071,https://www.rightmove.co.uk//property-for-sale/property-68102547.html
3 bedroom town house for sale,"Wellmeadow Road, Pollokshaws, G43 1LB",22/05/2020,"A brand new development of 17 bespoke luxury townhouses from the developers of Park Quadrant Residences. Architecturally led designs, spacious layouts, high-end specification and attention to detail define the homes within this unique development.","£365,000",07802 657376,https://www.rightmove.co.uk//property-for-sale/property-92570291.html
3 bedroom terraced house for sale,"26 Ashdene Street, GLASGOW",22/05/2020,"Well-presented 3 bed mid-terrace villa situated in a sought-after part of Lambhill. This is a spacious family home, and is situated close to local shops for everyday needs and has transport and motorway links to Glasgow West End, City Centre and beyond. EPC = C","£95,000",0141 392 0173,https://www.rightmove.co.uk//property-for-sale/property-70688676.html
3 bedroom apartment for sale,"183 Dorchester Avenue,
Kelvindale,
G12 0EJ",22/05/2020,"This 3-bedroom apartment enjoys an OPEN-PLAN KITCHEN, dining and living area as the focal point of the home, with selected INTEGRATED APPLIANCES to the kitchen as standard. The property's main double bedroom presents an EN SUITE shower room.","£271,995",0141 392 0345,https://www.rightmove.co.uk//property-for-sale/property-92571119.html
2 bedroom apartment for sale,"183 Dorchester Avenue,
Kelvindale,
G12 0EJ",22/05/2020,"OFFER OF THE MONTH! This attractive apartment features TWO DOUBLE BEDROOMS, as well as a kitchen, dining and living area with an INTEGRATED OVEN, hob and hood, as standard. The property's main double bedroom presents an EN SUITE shower room, while bedroom 2 is served by a contemporary bathroom.","£228,995",0141 392 0345,https://www.rightmove.co.uk//property-for-sale/property-92571155.html
3 bedroom semi-detached house for sale,"Waterside Road, Kirkintilloch, Glasgow",22/05/2020,"New to the market is this newly refurbished and beautifully presented three bedroom semi detached villa. Located in highly desirable Rosebank area of Kirkintilloch this spacious family home offers a brand new contemporary interior complete with garage, private gardens and off road parking. ","£168,000",0141 392 0298,https://www.rightmove.co.uk//property-for-sale/property-79965472.html
2 bedroom park home for sale,Heatherbank Country Park Shillford East Renfrewshire G78,22/05/2020,This desirable park community offers retirees and semi-retirees the opportunity to move closer to the Scottish countryside. This exclusive neighbourhood is pet-friendly and will also offer new movers independent living and parking.,"£135,000",01254 494131,https://www.rightmove.co.uk//property-for-sale/property-92565500.html
2 bedroom park home for sale,Heatherbank Country Park Shillford East Renfrewshire G78,22/05/2020,This desirable park community offers retirees and semi-retirees the opportunity to move closer to the Scottish countryside. This exclusive neighbourhood is pet-friendly and will also offer new movers independent living and parking.,"£117,000",01254 494131,https://www.rightmove.co.uk//property-for-sale/property-92564516.html
2 bedroom park home for sale,Heatherbank Country Park Shillford East Renfrewshire G78,22/05/2020,This desirable park community offers retirees and semi-retirees the opportunity to move closer to the Scottish countryside. This exclusive neighbourhood is pet-friendly and will also offer new movers independent living and parking.,"£129,000",01254 494131,https://www.rightmove.co.uk//property-for-sale/property-92564630.html
2 bedroom park home for sale,Heatherbank Country Park Shillford East Renfrewshire G78,22/05/2020,his desirable park community offers retirees and semi-retirees the opportunity to move closer to the Scottish countryside. This exclusive neighbourhood is pet-friendly and will also offer new movers independent living and parking.,"£135,500",01254 494131,https://www.rightmove.co.uk//property-for-sale/property-92564468.html
